VARIABLES =        it  Vd(1)  Vd(2)  Vd(3)  Vd(4)    fob  AF_ot fob_ot
                1103    12      59    60    61    36.2727       282    5.38965    
                1104    25      60    58    60    15.1431       282    5.38965    
                1105    60      60    13    58    41.6331       282    5.38965    
                1106    61      61    60    21    19.3718       282    5.38965    
                1107    59      60    58    59    8.38896       282    5.38965    
                1108    60      35    60    61    13.6834       282    5.38965    
                1109    60      59    58    61    7.51602       282    5.38965    
                1110    60      60    60     1    63.9460       282    5.38965    
                1111    61      59     5    60    74.4423       282    5.38965    
                1112    58      60     9    61    50.7172       282    5.38965    
                1113     2      60    60    60    63.9133       282    5.38965    
                1114    60      61    61    22    19.2084       282    5.38965    
                1115     7      61    60    59    49.0099       282    5.38965    
                1116    59      60    60    23    16.3227       282    5.38965    
                1117    33      46    59    61    15.4689       282    5.38965    
                1118    10      61    60    61    34.1342       282    5.38965    
                1119    61      43    60     4    51.4753       282    5.38965    
                1120    60      12    60    61    34.8058       282    5.38965    
                1121    59      60    52    61    10.5589       282    5.38965    
                1122    49       9    60    61    40.3224       282    5.38965    
                1123    61      60    61    42    11.2773       282    5.38965    
                1124    61      60    58    49    9.03394       282    5.38965    
                1125    61      37    60    58    11.8466       282    5.38965    
                1126    61      50    60    59    7.69141       282    5.38965    
                1127    55      60    61    59    9.03201       282    5.38965    
                1128    61      32    60    61    11.2677       282    5.38965    
                1129    17      26    14    61    56.2155       282    5.38965    
                1130    52      60    60    60    9.51902       282    5.38965    
                1131    42      60    60    58    11.6389       282    5.38965    
                1132    60      59    61    40    10.4042       282    5.38965    
                1133    60      60    60    25    13.2481       282    5.38965    
                1134    58      60    26    61    14.8767       282    5.38965    
                1135    19      60    59    61    25.2908       282    5.38965    
                1136    61      17    60    60    20.1603       282    5.38965    
                1137    58      10    58    61    35.7300       282    5.38965    
                1138    61      60     3    60    74.4213       282    5.38965    
                1139    61      60    47    60    10.5208       282    5.38965    
                1140    61      59    60    36    12.0094       282    5.38965    
                1141    61      60    60    42    9.91929       282    5.38965    
                1142    33      57    60    61    12.0654       282    5.38965    
                1143    21      60    60    60    19.6614       282    5.38965    
                1144    58      39    60    61    10.1639       282    5.38965    
                1145    59      36    60    61    12.4293       282    5.38965    
                1146    60      60    30    61    17.0270       282    5.38965    
                1147    59      59     2    61    82.6009       282    5.38965    
                1148    61      50    57    61    8.61135       282    5.38965    
                1149    61      61    60    52    10.1541       282    5.38965    
                1150    58      60    61     6    51.5085       282    5.38965    
                1151    45      60    60    44    10.9513       282    5.38965    
                1152    61      59    61    58    8.45905       282    5.38965    
                1153    61      60    26    58    14.7498       282    5.38965    
                1154    60      60    42    61    11.7976       282    5.38965    
                1155    49      10    61    61    37.1336       282    5.38965    
                1156    58      27    60    58    22.6923       282    5.38965    
                1157    61       1    59    61    67.2557       282    5.38965    
                1158    34      60    60    60    16.1406       282    5.38965    
                1159    58      60    60    12    34.4440       282    5.38965    
                1160    60      61    60    17    21.1852       282    5.38965    
                1161    59      61    60    28    19.9760       282    5.38965    
                1162     8      60    60    59    44.9527       282    5.38965    
                1163    58      60    60    29    17.0359       282    5.38965    
                1164    61      19    58    58    26.0247       282    5.38965    
                1165    61      60    34    58    19.5966       282    5.38965    
                1166    58      33    60    61    11.5055       282    5.38965    
                1167    61      60    60    43    9.18539       282    5.38965    
                1168    61      23    60    60    15.9795       282    5.38965    
                1169    61      61    44    58    11.6854       282    5.38965    
                1170    55      60    60    61    6.84641       282    5.38965    
                1171    44      60    57    61    10.5034       282    5.38965    
                1172     4      60    60    58    53.4359       282    5.38965    
                1173    61      57    23    61    20.5283       282    5.38965    
                1174    58      61    57    58    11.0947       282    5.38965    
                1175    19      60    58    61    25.8817       282    5.38965    
                1176    31      61    60    59    14.9038       282    5.38965    
                1177    61      60    33    61    11.8265       282    5.38965    
                1178    61      61    60    28    19.0783       282    5.38965    
                1179    61      61    60    33    11.6806       282    5.38965    
                1180    59      60    42    61    12.2595       282    5.38965    
                1181    58      59    60    59    8.08516       282    5.38965    
                1182    61      46    60    61    9.48933       282    5.38965    
                1183    61      60    59    10    32.5443       282    5.38965    
                1184    61      60    58    30    14.7290       282    5.38965    
                1185    61      59     9    59    50.6284       282    5.38965    
                1186    28      60    61    60    20.4297       282    5.38965    
                1187    18      60    60    60    27.7366       282    5.38965    
                1188    26      57    61    61    14.5499       282    5.38965    
                1189    30      61    61    58    16.7353       282    5.38965    
                1190    60      47    60    60    9.75281       282    5.38965    
                1191    61      60    34    60    18.7687       282    5.38965    
                1192    59       4    60    61    51.0549       282    5.38965    
                1193    59      60    60    13    30.5897       282    5.38965    
                1194    61      60    60     6    48.7867       282    5.38965    
                1195    60      35    60    59    14.5406       282    5.38965    
                1196    55      60    60    58    8.11165       282    5.38965    
                1197    59      60    60    38    10.8331       282    5.38965    
                1198    58      46    60    61    10.8815       282    5.38965    
                1199    49      60    39    61    12.6890       282    5.38965    
                1200    61      60     3    59    74.8411       282    5.38965    
                1201    61      58    38    61    12.1536       282    5.38965    
                1202    61      60    20    61    26.6218       282    5.38965    
                1203    24      60    60    60    15.3977       282    5.38965    
                1204    21      58    60    61    20.1038       282    5.38965    
                1205    61      60    14    61    34.9548       282    5.38965    
                1206    58      60    60    38    11.2821       282    5.38965    
                1207    61      33    60    58    11.3786       282    5.38965    
                1208    37      60    60    58    12.5110       282    5.38965    
                1209    61      60    61    38    11.2480       282    5.38965    
                1210    50      59    52    61    12.0386       282    5.38965    
                1211    61      60    40    59    9.58005       282    5.38965    
                1212    61      60    15    58    31.2458       282    5.38965    
                1213    52      60    60    59    9.93881       282    5.38965    
                1214    59      60    60    54    8.16758       282    5.38965    
                1215    58      58    61    61    8.99133       282    5.38965    
                1216    61      60    51    61    6.39726       282    5.38965    
                1217    26      60    60    58    13.2862       282    5.38965    
                1218    61      59    60    11    36.6097       282    5.38965    
                1219    61      61    60    35    14.5868       282    5.38965    
                1220    49      60    61    61    9.38373       282    5.38965    
                1221    61      55    60    60    6.76930       282    5.38965    
                1222    19      59    60    61    25.1290       282    5.38965    
                1223    61       6    60    60    51.4851       282    5.38965    
                1224    58      50    60    61    8.22637       282    5.38965    
                1225    61      58    60     9    37.0434       282    5.38965    
                1226    61      58    61    59    8.48466       282    5.38965    
                1227    12      59    61    61    37.0567       282    5.38965    
                1228    61      58    60    30    14.4099       282    5.38965    
                1229    61      26    60    60    11.7675       282    5.38965    
                1230    61      41    60    61    10.4877       282    5.38965    
                1231    61      60    36    19    31.2315       282    5.38965    
                1232    59      60    57    47    11.7883       282    5.38965    
                1233    58      60    47    49    13.9209       282    5.38965    
                1234    61      59    60    15    23.2527       282    5.38965    
                1235    61      29    57    61    17.6001       282    5.38965    
                1236    61      60    21    58    24.2307       282    5.38965    
                1237    58      59    56    59    8.57409       282    5.38965    
                1238    23      61    60    61    17.1581       282    5.38965    
                1239    61      57    32    61    14.7037       282    5.38965    
                1240    59      22    60    61    17.8581       282    5.38965    
                1241    61      61    11    60    49.2975       282    5.38965    
                1242    60      60    61    59    8.07636       282    5.38965    
                1243    59      54    60    60    8.25535       282    5.38965    
                1244    59      57    13    61    42.1339       282    5.38965    
                1245    61       2    60    24    69.7299       282    5.38965    
                1246    60      60    57    58    8.91332       282    5.38965    
                1247    59      60    58    58    8.79701       282    5.38965    
                1248    60       7    58    59    49.2171       282    5.38965    
                1249    61      15    59    59    24.9009       282    5.38965    
                1250    30      60    61    61    15.5257       282    5.38965    
                1251    26      60    57    61    13.7981       282    5.38965    
                1252    58      61    60    12    35.7779       282    5.38965    
                1253    61      58    60    32    12.2376       282    5.38965    
                1254    61      13    60    61    30.7053       282    5.38965    
                1255    61      61    58    58    9.22221       282    5.38965    
                1256    39      58    57    61    12.0293       282    5.38965    
                1257    59      60    60     6    49.7298       282    5.38965    
                1258    61      18    61    61    27.4461       282    5.38965    
                1259    61      60    60     3    53.1901       282    5.38965    
                1260    39      61    60    61    10.5244       282    5.38965    
                1261    61      59    36    61    14.1433       282    5.38965    
                1262    61      60     4    59    67.1883       282    5.38965    
                1263    61      60    22    58    22.3601       282    5.38965    
                1264    50      60    60    58    8.63169       282    5.38965    
                1265    61      58    58    59    8.32562       282    5.38965    
                1266    58      60    12    58    47.4758       282    5.38965    
                1267    61      59    14    61    35.4010       282    5.38965    
                1268    54      60    60    58    8.67368       282    5.38965    
                1269    61      60     8    61    55.7023       282    5.38965    
                1270    61      58    29    61    20.4866       282    5.38965    
                1271    60      60     6    61    68.0879       282    5.38965    
                1272    32      60    15    61    36.5472       282    5.38965    
                1273    60      58    58    61    7.94970       282    5.38965    
                1274    61      61    21    58    25.0235       282    5.38965    
                1275    61      61    49    61    9.60225       282    5.38965    
                1276    61      60    56    60    6.31598       282    5.38965    
                1277    58      58    60    58    8.92689       282    5.38965    
                1278    61      60    61     4    49.2640       282    5.38965    
                1279    59      61    60    23    17.6862       282    5.38965    
                1280    30      60    60    58    15.6119       282    5.38965    
                1281    58      60    60    43    10.5775       282    5.38965    
                1282    58      60     6    61    68.9988       282    5.38965    
                1283    58      20    60    61    22.3631       282    5.38965    
                1284    22      57    60    61    19.1069       282    5.38965    
                1285    51      58    60    59    8.37349       282    5.38965    
                1286    46      60    59    61    10.7232       282    5.38965    
                1287    29      60    61    61    17.8062       282    5.38965    
                1288    60      60    56    61    6.35986       282    5.38965    
                1289    61      60    60    51    6.52279       282    5.38965    
                1290     7      56    60    61    48.9764       282    5.38965    
                1291    12      60    27    61    55.7832       282    5.38965    
                1292    61      12    60    58    35.5898       282    5.38965    
                1293    25      60    60    39    17.1264       282    5.38965    
                1294     4      57    60    23    63.4647       282    5.38965    
                1295    35      61    60    33    19.6875       282    5.38965    
                1296    59      24    60    58    16.3778       282    5.38965    
                1297    13      60    61    59    33.7863       282    5.38965    
                1298    59      22    60    59    18.7153       282    5.38965    
                1299    58      60     4    61    67.7233       282    5.38965    
                1300    61      17    60    61    19.7229       282    5.38965    
                1301    61      23    60    58    16.8074       282    5.38965    
                1302    18      58    60    61    28.1790       282    5.38965    
                1303    58      61    61    61    8.74210       282    5.38965    
                1304    23      61    57    61    18.9108       282    5.38965    
                1305    59      17    60    61    20.6661       282    5.38965    
                1306    51      61    60    61    7.98029       282    5.38965    
                1307     7      58    60    61    49.4974       282    5.38965    
                1308    61      59    60    48    8.89764       282    5.38965    
                1309    59      53    61    61    9.71210       282    5.38965    
                1310    60      58    60    60    7.18817       282    5.38965    
                1311    59      60    16    61    28.4153       282    5.38965    
                1312    38      60    60    60    10.7787       282    5.38965    
                1313    61      53     4    61    68.3716       282    5.38965    
                1314    61       7    60    60    47.1171       282    5.38965    
                1315    61      60     2    60    81.6489       282    5.38965    
                1316    61      57    60    11    37.4677       282    5.38965    
                1317    59      60    60    24    15.0310       282    5.38965    
                1318    61      60    42    58    12.5815       282    5.38965    
                1319    15      60    44    61    28.3120       282    5.38965    
                1320    59      60    10    58    45.4112       282    5.38965    
                1321    57      61    61    52    12.4865       282    5.38965    
                1322    61      59    15    58    31.6919       282    5.38965    
                1323    33      59    60    61    11.2074       282    5.38965    
                1324    61      60    61    49    9.19304       282    5.38965    
                1325    61      60    39    44    13.0308       282    5.38965    
                1326    61       3    60    59    56.5849       282    5.38965    
                1327    61      61    55    58    9.30415       282    5.38965    
                1328    61      60    58    38    11.0889       282    5.38965    
                1329    12      60    60    59    36.6837       282    5.38965    
                1330    58      60    10    61    44.5950       282    5.38965    
                1331    58      61    60    58    9.38102       282    5.38965    
                1332    28      60    60    61    18.9010       282    5.38965    
                1333    42      61    60    61    11.4559       282    5.38965    
                1334    61      23    60    59    16.3993       282    5.38965    
                1335    61      60    29    59    20.4640       282    5.38965    
                1336    60      11    60    61    38.1130       282    5.38965    
                1337    61      54    60    12    34.5370       282    5.38965    
                1338    61      42    60    61    9.73893       282    5.38965    
                1339    60      60    32    61    13.8808       282    5.38965    
                1340    59      60    61    19    25.2060       282    5.38965    
                1341     7      61    61    50    50.5211       282    5.38965    
                1342    61      29    40    61    19.1561       282    5.38965    
                1343    60      58    57    61    8.52791       282    5.38965    
                1344    61      31    60    60    12.8595       282    5.38965    
                1345    61      13    61    61    32.0638       282    5.38965    
                1346    18      60    59    59    28.7643       282    5.38965    
                1347    23      60    23    61    30.2160       282    5.38965    
                1348    61      61    20    58    28.6295       282    5.38965    
                1349    61      60    10    59    44.0600       282    5.38965    
                1350    61      58    60    46    10.5643       282    5.38965    
                1351    61      60     1    61    88.8643       282    5.38965    
                1352    61      60    61    35    14.5358       282    5.38965    
                1353    31      61    60    61    14.0467       282    5.38965    
                1354    61      60    29    60    20.0442       282    5.38965    
                1355    33      60    60    59    11.6184       282    5.38965    
                1356    60      61    50    61    9.15986       282    5.38965    
                1357    58      27    60    61    21.4271       282    5.38965    
                1358    61      61     1    61    88.3994       282    5.38965    
                1359    25      60    60    58    14.7720       282    5.38965    
                1360    58      61    46    61    13.4957       282    5.38965    
                1361    61      61    60    46    11.0934       282    5.38965    
                1362    61      36    60    58    12.7514       282    5.38965    
                1363    25      60    61    61    14.7023       282    5.38965    
                1364    20      60    61    59    23.8918       282    5.38965    
                1365    58      60    13    61    41.2788       282    5.38965    
                1366    23      28    60    61    28.9676       282    5.38965    
                1367    61      20    60    60    21.4083       282    5.38965    
                1368    43      59    60    54    11.8470       282    5.38965    
                1369    60      13    60    59    32.0438       282    5.38965    
                1370    61      61    60    57    8.46318       282    5.38965    
                1371    60       1    60    59    67.9862       282    5.38965    
                1372    61      57    59    30    15.4422       282    5.38965    
                1373    21      60    61    61    20.3091       282    5.38965    
                1374     3      60    61    61    58.4121       282    5.38965    
                1375    60      13    52    58    36.6779       282    5.38965    
                1376    60      46    60    20    25.0684       282    5.38965    
                1377    22      16     6    51    97.3582       282    5.38965    
                1378    61      53    61    34    18.1615       282    5.38965    
                1379    61      61    60     8    41.9760       282    5.38965    
                1380    61      18    12    61    65.5165       282    5.38965    
                1381    31      60    60    59    14.0087       282    5.38965    
                1382    37      61    60    61    12.2681       282    5.38965    
                1383    48      60    59    61    9.36657       282    5.38965    
                1384     2      31    61    61    69.8749       282    5.38965    
                1385    61      52    61    59    10.7061       282    5.38965    
                1386    60      58    32    61    14.7607       282    5.38965    
                1387    58      57    59    61    8.69394       282    5.38965    
                1388    61      55    56    61    6.82082       282    5.38965    
                1389    60      60    54    61    7.89466       282    5.38965    
                1390    61      54    61    61    8.23273       282    5.38965    
                1391     7      60    60    59    49.4748       282    5.38965    
                1392    61      26    60    61    11.3301       282    5.38965    
                1393    59      61    60    13    31.9532       282    5.38965    
                1394    61      61    39    61    11.2382       282    5.38965    
                1395    61      60    61    14    27.5993       282    5.38965    
                1396    61      38    60    60    10.1451       282    5.38965    
                1397    13      60    60    61    32.0797       282    5.38965    
                1398    58      60    22    61    22.4870       282    5.38965    
                1399    60      57    57    60    9.38964       282    5.38965    
                1400    61      28    60    59    18.8329       282    5.38965    
                1401    60      60    60    52    9.22632       282    5.38965    
                1402    60      60    60    16    21.5559       282    5.38965    
                1403    60      60    26    61    13.9659       282    5.38965    
                1404    61      60    42    60    11.7537       282    5.38965    
                1405    46      60    60    61    10.1152       282    5.38965    
                1406    61      57    60    34    16.0672       282    5.38965    
                1407    61      61    61    11    38.2539       282    5.38965    
                1408    53      61    60    61    9.23357       282    5.38965    
                1409    12      60    26    61    43.9214       282    5.38965    
                1410    59      60    58    60    7.96917       282    5.38965    
                1411    61      14     3    45    97.9790       282    5.38965    
                1412    59      60    61    31    14.7259       282    5.38965    
                1413    61      60    57    50    8.96338       282    5.38965    
                1414    31      60    60    60    13.5889       282    5.38965    
                1415    60      60    57    59    8.50527       282    5.38965    
                1416    58      21    60    61    19.6799       282    5.38965    
                1417    61      60    61    41    11.9819       282    5.38965    
                1418    61      60    57    53    9.52408       282    5.38965    
                1419    61      60    39    61    9.99831       282    5.38965    
                1420    61      60    60    12    33.0518       282    5.38965    
                1421    39      60    61    32    16.6179       282    5.38965    
                1422    58      36    36    61    21.1858       282    5.38965    
                1423     4      57    60    61    53.4748       282    5.38965    
                1424    61      44    60    61    8.14773       282    5.38965    
                1425    50      60    60    61    7.36645       282    5.38965    
                1426    61      60    55    58    7.93886       282    5.38965    
                1427    26      57    59    61    13.9331       282    5.38965    
                1428    61      61    17    61    25.6867       282    5.38965    
                1429    61      60     4    58    67.5964       282    5.38965    
                1430     5      58    60    60    58.9790       282    5.38965    
                1431    61      57    61    60    8.48918       282    5.38965    
                1432    61       3    59    58    57.6009       282    5.38965    
                1433    61      61    60    18    26.7108       282    5.38965    
                1434    59      60    59    59    7.79799       282    5.38965    
                1435    61      60    37    58    13.7294       282    5.38965    
                1436     7      60    60    46    52.9124       282    5.38965    
                1437    60      58    26    61    14.8457       282    5.38965    
                1438    59      46    57    61    12.2097       282    5.38965    
                1439    59      60    48    61    10.1337       282    5.38965    
                1440    61      60     1    59    89.7215       282    5.38965    
                1441    61       6    60    59    51.9049       282    5.38965    
                1442    61      61    61    10    34.0266       282    5.38965    
                1443    58      60    58    60    8.41815       282    5.38965    
                1444    61      60    18    59    34.4515       282    5.38965    
                1445    59      20    17    61    41.4457       282    5.38965    
                1446    20      60    60    58    23.2671       282    5.38965    
                1447    58      60    43    61    11.6456       282    5.38965    
                1448     7      60    60     1    106.693       282    5.38965    
                1449    51      60    60    58    7.90170       282    5.38965    
                1450    60      60    55    61    7.15489       282    5.38965    
                1451    60      59    48    61    10.1180       282    5.38965    
                1452    61      15    60    52    26.7911       282    5.38965    
                1453    61      38    30    59    21.7210       282    5.38965    
                1454    58      32    60    60    13.0973       282    5.38965    
                1455    60      42    60    61    10.2202       282    5.38965    
                1456     4      60     2    61    127.993       282    5.38965    
                1457    54      60    56    61    7.89737       282    5.38965    
                1458    60      60    52    61    10.0970       282    5.38965    
                1459    39      27    60    60    24.4550       282    5.38965    
                1460    60      60    61    49    9.66452       282    5.38965    
                1461    59      58    60    60    7.65007       282    5.38965    
                1462    61      13    60    58    31.9706       282    5.38965    
                1463    61      23    60    30    23.6826       282    5.38965    
                1464    60      52    60    61    8.97221       282    5.38965    
                1465    61      60    61     6    50.1447       282    5.38965    
                1466    59      60    60    55    7.65679       282    5.38965    
                1467    59      60    60    27    20.5500       282    5.38965    
                1468    43       9    60    61    41.8082       282    5.38965    
                1469    61      40    60    58    9.10098       282    5.38965    
                1470    59      61    60    45    9.99495       282    5.38965    
                1471    61      40    60    59    8.69293       282    5.38965    
                1472    58      60    23    61    20.6163       282    5.38965    
                1473    61      60    57    35    14.9549       282    5.38965    
                1474    59      60    57    58    9.37522       282    5.38965    
                1475    60      59    58     2    60.3070       282    5.38965    
                1476    61      60    27    15    42.7633       282    5.38965    
                1477    60      61    61    59    8.78414       282    5.38965    
                1478    58      60    60    32    12.7499       282    5.38965    
                1479    58      58    59    59    9.12681       282    5.38965    
                1480    61      61    59    58    8.65220       282    5.38965    
                1481    58      60    60    56    7.55681       282    5.38965    
                1482    61      61    41    61    13.4884       282    5.38965    
                1483    46      60    60    60    10.5526       282    5.38965    
                1484    58      60    60     7    46.0690       282    5.38965    
                1485    59      60    58    41    12.7659       282    5.38965    
                1486    41      61    61    60    13.0440       282    5.38965    
                1487    61      61    29    61    20.4971       282    5.38965    
                1488    60      13    56    61    31.6755       282    5.38965    
                1489    59      53    60    61    8.37331       282    5.38965    
                1490    61      61    60    50    8.59528       282    5.38965    
                1491    31      60    60    61    13.1515       282    5.38965    
                1492    60      35    60    28    25.9630       282    5.38965    
                1493    60      60    57    57    9.31256       282    5.38965    
                1494    61      60    57    29    17.4209       282    5.38965    
                1495    61      60    59    16    21.6825       282    5.38965    
                1496    60      60    60    38    10.3712       282    5.38965    
                1497    61      39    61    61    10.1297       282    5.38965    
                1498    50      61    60    61    8.66011       282    5.38965    
                1499    60      61    59    10    34.3959       282    5.38965    
                1500    61      61    58     6    51.3539       282    5.38965    
                1501    61      34    61    60    16.6824       282    5.38965    
                1502    33      60    61    61    12.0110       282    5.38965    
                1503    59      20    61    47    26.9315       282    5.38965    
                1504    61      61    61    18    27.3921       282    5.38965    
                1505    61      10    61    28    46.7771       282    5.38965    
                1506    61      55    57    61    8.10903       282    5.38965    
                1507    39      60    60    60    9.80972       282    5.38965    
                1508    58      52    23    11    54.4915       282    5.38965    
                1509    61      11    61    58    40.2556       282    5.38965    
                1510    19      60    57    61    26.4600       282    5.38965    
                1511    44      58    60    61    9.60614       282    5.38965    
                1512    61      22    60    37    22.2372       282    5.38965    
                1513    17      58    60    61    21.5897       282    5.38965    
                1514    58      60    60    37    12.1041       282    5.38965    
                1515    24      61    61    41    21.2720       282    5.38965    
                1516    24      54    60    60    16.8828       282    5.38965    
                1517    59      59    57    59    9.41333       282    5.38965    
                1518    55      58    60    61    7.72625       282    5.38965    
                1519    59      59    61    61    8.11781       282    5.38965    
                1520    32      61    59    59    14.3766       282    5.38965    
                1521    59      42    60    61    10.6821       282    5.38965    
                1522    61      32    60    58    12.5330       282    5.38965    
                1523    59      60    60    12    33.9950       282    5.38965    
                1524    59      60    25    61    16.3835       282    5.38965    
                1525    59      11    60    61    38.5749       282    5.38965    
                1526    61      60    60    34    14.7630       282    5.38965    
                1527    50      60    60    16    23.0514       282    5.38965    
                1528    47      60    61    58    11.9783       282    5.38965    
                1529    61      24    58    61    15.3683       282    5.38965    
                1530    60      60    60    47    9.54924       282    5.38965    
                1531    61      60    54    60    7.85079       282    5.38965    
                1532    59       2    60    61    61.9749       282    5.38965    
                1533    58      30    60    58    16.2339       282    5.38965    
                1534    59      60    41    37    18.6021       282    5.38965    
                1535    31      60    58    58    15.6157       282    5.38965    
                1536    59      60    45    61    9.02830       282    5.38965    
                1537    39      40    60    61    11.8184       282    5.38965    
                1538    61      61    57    17    22.4374       282    5.38965    
                1539    60      60    20    60    27.5405       282    5.38965    
                1540    61      60    32    58    14.6648       282    5.38965    
                1541    61      13    58    58    33.1695       282    5.38965    
                1542    61      57    43    61    11.5576       282    5.38965    
                1543    38      60    60    58    11.6066       282    5.38965    
                1544    60      58    57    59    9.38511       282    5.38965    
                1545    38      61    60    61    11.4258       282    5.38965    
                1546    61      24    43    61    19.0331       282    5.38965    
                1547    10      60    60    58    35.8643       282    5.38965    
                1548    39      60    23    60    23.6442       282    5.38965    
                1549    61      60    61    51    7.88082       282    5.38965    
                1550     5      60    61    61    58.0940       282    5.38965    
                1551     4      60    60    59    53.0278       282    5.38965    
                1552    61       3    59    61    56.3357       282    5.38965    
                1553    52      59    58    61    10.7267       282    5.38965    
                1554    22      60    33    59    25.0968       282    5.38965    
                1555    58      29    60    60    17.6525       282    5.38965    
                1556    59      60    59    48    10.0026       282    5.38965    
                1557    61      26    58    61    12.5291       282    5.38965    
                1558    23      60    59    59    17.8467       282    5.38965    
                1559    58      60    41    59    14.5860       282    5.38965    
                1560    61      60    61    44    9.78016       282    5.38965    
                1561    61      60    52    58    10.8809       282    5.38965    
                1562    59      60    32    61    14.3427       282    5.38965    
                1563    35      60    60    59    14.8162       282    5.38965    
                1564    38      60    59    61    10.9493       282    5.38965    
                1565    60      60    59    49    8.92426       282    5.38965    
                1566    61      60    61     1    64.8227       282    5.38965    
                1567    61      61    60    45    9.09725       282    5.38965    
                1568    58      60    32    58    16.0569       282    5.38965    
                1569    61      59    61    59    8.05100       282    5.38965    
                1570    58      60    58    59    8.83794       282    5.38965    
                1571    61      49    61    59    9.73888       282    5.38965    
                1572    61      60    61    43    10.5434       282    5.38965    
                1573    42      59    60    61    10.8198       282    5.38965    
                1574    61      61    26    61    14.5937       282    5.38965    
                1575    61      45    57    61    9.14487       282    5.38965    
                1576     9      60    58    61    40.4493       282    5.38965    
                1577    20      12    60    61    50.9367       282    5.38965    
                1578    59      42    60    59    11.5393       282    5.38965    
                1579    61      57    61    44    11.0842       282    5.38965    
                1580    34      60    61    61    16.8559       282    5.38965    
                1581    61      60    22    44    24.1273       282    5.38965    
                1582    61      31    61    61    13.7801       282    5.38965    
                1583    61      57    57    59    9.32815       282    5.38965    
                1584     6      60    59    61    53.7476       282    5.38965    
                1585    34      61    60    61    16.4959       282    5.38965    
                1586    59      41    60    61    11.4309       282    5.38965    
                1587    61      19    60    59    24.4177       282    5.38965    
                1588    61      60    23    59    20.0813       282    5.38965    
                1589    59      32    60    61    12.2109       282    5.38965    
                1590    58      60    60    45    9.08038       282    5.38965    
                1591    60      61    29    61    20.9591       282    5.38965    
                1592    61      38    60    59    10.5649       282    5.38965    
                1593    60      60    60    20    20.9687       282    5.38965    
                1594    60      39    61    58    11.8664       282    5.38965    
                1595    61      60    20    60    27.0592       282    5.38965    
                1596    58      59    24    60    19.6292       282    5.38965    
                1597    61      59    57     2    60.4039       282    5.38965    
                1598    61      25    60    60    13.2027       282    5.38965    
                1599    60      51    59    60    7.65574       282    5.38965    
                1600    61      61    59    59    8.24417       282    5.38965    
                1601    61      60    59    36    12.1712       282    5.38965    
                1602    25      61    60    61    14.3788       282    5.38965    
                1603    61       1    61    59    68.8644       282    5.38965    
                1604    61      43    57    60    11.1735       282    5.38965    
                1605    61      60    10    61    43.2028       282    5.38965    
                1606    59      49    60    61    8.46691       282    5.38965    
                1607    59      45    60    61    8.31091       282    5.38965    
                1608    18      60    61    61    28.2342       282    5.38965    
                1609    61      51    61    61    7.48707       282    5.38965    
                1610    58       7    60    61    48.0719       282    5.38965    
                1611    59       1    60    61    67.5909       282    5.38965    
                1612    58      61    22    61    23.2739       282    5.38965    
                1613    61      59    17    61    25.3674       282    5.38965    
                1614     4      60    61    61    52.6866       282    5.38965    
                1615     9      60    57    61    41.0275       282    5.38965    
                1616    61      39    61    59    10.9869       282    5.38965    
                1617    30      59    60    61    14.7928       282    5.38965    
                1618    40      12    61    61    38.6358       282    5.38965    
                1619    61      60    61    36    12.9213       282    5.38965    
                1620    58      58    60    60    8.09905       282    5.38965    
                1621    61       1    61    61    68.0072       282    5.38965    
                1622    58      61     5    61    74.4860       282    5.38965    
                1623    58      60    60    48    9.84364       282    5.38965    
                1624    61      60    61    18    26.6599       282    5.38965    
                1625    61      60    59    33    10.8795       282    5.38965    
                1626    61      60    61    50    8.54427       282    5.38965    
                1627    61      60    43    60    10.6908       282    5.38965    
                1628    39      60    61    61    10.6498       282    5.38965    
                1629    46      61    61    58    12.9552       282    5.38965    
                1630    28      58    60    61    19.7808       282    5.38965    
                1631    61      60    25    61    15.4403       282    5.38965    
                1632    61      59    53    61    8.61631       282    5.38965    
                1633    48      60    60    60    9.19601       282    5.38965    
                1634    58      22    60    61    18.3071       282    5.38965    
                1635    61      61    60    34    16.1720       282    5.38965    
                1636    61      61    60    12    34.4608       282    5.38965    
                1637    61      10    41    61    40.0859       282    5.38965    
                1638    61      61    14    61    35.5866       282    5.38965    
                1639    42      57    60     3    59.4782       282    5.38965    
                1640    61      58    57    58    9.31188       282    5.38965    
                1641    61      14    58    61    28.2851       282    5.38965    
                1642    61       3    60    58    56.9930       282    5.38965    
                1643    61      60    21    59    23.8227       282    5.38965    
                1644    61      57    14    61    36.2590       282    5.38965    
                1645    61      58     7    61    62.5343       282    5.38965    
                1646    61      18    58    61    27.2867       282    5.38965    
                1647    61      53    61    61    8.78808       282    5.38965    
                1648    60       5    60    61    55.8970       282    5.38965    
                1649    60       6    60    58    52.7943       282    5.38965    
                1650    61      60    58    25    13.9658       282    5.38965    
                1651    61      61    60    15    24.2156       282    5.38965    
                1652    61      31    60    22    23.7037       282    5.38965    
                1653    30      60    59    61    14.9546       282    5.38965    
                1654    59      58    61    60    8.98888       282    5.38965    
                1655    60      60    60    29    16.1250       282    5.38965    
                1656    61      60    35    46    20.3303       282    5.38965    
                1657    61      45    48    61    11.1686       282    5.38965    
                1658    60      16    60    61    22.0762       282    5.38965    
                1659     1      61    60    61    68.8251       282    5.38965    
                1660    58      34    57    61    18.0562       282    5.38965    
